loan_amount,term,interest_rate,installment,grade,sub_grade,loan_status,loan_purpose,balance,paid_total,paid_principal,paid_interest,annual_income,debt_to_income,emp_length,homeownership,verified_income,state,delinq_2y,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,credit_utilization,dti_group,income_group,problem_loan,issue_month,risk_category,issue_date
13000,36,13.59,441.73,C,C2,Current,debt_consolidation,11694.34,1867.73,1305.66,562.07,31700.0,17.31,4.0,MORTGAGE,Verified,TX,0,0,17,7,74275,13299,17.905082463816896,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
20000,60,11.99,444.79,B,B5,Current,debt_consolidation,19005.39,1752.52,994.61,757.91,42000.0,37.34,3.0,RENT,Not Verified,MO,0,0,21,14,77529,34688,44.74196752183054,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
5000,36,20.0,185.82,D,D4,Current,other,4579.69,737.72,420.31,317.41,65000.0,19.42,1.0,MORTGAGE,Source Verified,FL,1,2,16,12,290232,95416,32.87576835083657,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
26000,60,12.62,586.54,C,C1,Current,credit_card,24401.19,2914.47,1598.81,1315.66,115000.0,11.57,6.0,MORTGAGE,Source Verified,AZ,0,3,17,9,324622,24713,7.612854335196012,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
14000,36,6.71,430.43,A,A3,Current,debt_consolidation,12937.64,1286.07,1062.36,223.71,158000.0,2.32,10.0,RENT,Not Verified,CA,0,3,28,11,103662,10506,10.134861376396366,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
1300,36,11.98,43.17,B,B5,Fully Paid,home_improvement,0.0,1309.0800555553,1300.0,9.08,62400.0,12.76,1.0,MORTGAGE,Not Verified,CO,0,2,16,8,274471,11264,4.1038944005013285,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
3700,36,7.35,114.84,A,A4,Current,debt_consolidation,3233.42,568.92,466.58,102.34,36000.0,18.77,1.0,RENT,Not Verified,AZ,0,0,7,6,38600,19385,50.22020725388601,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
36000,60,12.62,812.13,C,C1,Current,small_business,34238.33,3223.28,1761.67,1461.61,55000.0,5.63,6.0,RENT,Source Verified,GA,0,3,33,27,197370,192044,97.30151492121396,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
19200,60,11.99,427.0,B,B5,Current,debt_consolidation,18245.17,1695.21,954.83,740.38,56400.0,1.98,6.0,MORTGAGE,Not Verified,IN,0,4,15,3,12800,5934,46.359375,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
22000,36,11.98,730.51,B,B5,Current,credit_card,19945.85,2662.25,2054.15,608.1,105000.0,19.41,2.0,RENT,Not Verified,MA,0,0,30,15,106781,75510,70.71482754422604,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
9800,36,18.06,354.59,D,D2,Current,debt_consolidation,8952.7,1472.45,847.3,625.15,38000.0,21.73,4.0,RENT,Not Verified,KS,0,6,14,8,42064,30876,73.40243438569797,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
12000,60,12.61,270.65,C,C1,Current,house,11561.78,795.14,438.22,356.92,115000.0,7.87,6.0,MORTGAGE,Source Verified,MS,0,4,27,7,308370,20909,6.780490968641567,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
28500,60,17.47,715.53,D,D1,Current,home_improvement,27584.95,2091.27,915.05,1176.22,77017.0,20.18,10.0,OWN,Source Verified,WY,0,2,28,12,132742,35077,26.42494462943153,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
25000,60,15.05,595.41,C,C4,Current,other,23851.13,2402.55,1148.87,1253.68,55000.0,0.55,10.0,RENT,Verified,OR,0,1,15,2,6000,604,10.066666666666666,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
6000,36,9.43,192.01,B,B1,Current,credit_card,5562.0,572.89,438.0,134.89,48000.0,0.68,4.0,OWN,Not Verified,TX,0,0,15,2,17000,1693,9.958823529411765,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
3500,36,5.31,105.39,A,A1,Current,debt_consolidation,3229.09,312.05,270.91,41.14,220000.0,9.19,10.0,OWN,Source Verified,CA,0,0,23,6,355259,94517,26.60509656335237,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
12000,36,10.41,389.53,B,B3,Current,debt_consolidation,11426.66,772.12,573.34,198.78,59000.0,18.28,6.0,RENT,Source Verified,CA,0,6,31,20,65738,41228,62.71562870790106,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
4500,36,15.05,156.11,C,C4,Current,medical,3988.98,776.79,511.02,265.77,72000.0,20.18,10.0,RENT,Not Verified,IL,0,0,26,12,59242,39503,66.68073326356301,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
15000,36,7.35,465.57,A,A4,Current,debt_consolidation,13872.03,1390.59,1127.97,262.62,0.0,17.57,Unknown,MORTGAGE,Not Verified,WA,0,1,22,11,220540,25377,11.506756144010156,10-20,,0,Feb-2018,No Current Problem,2018-02-01
10000,60,19.03,259.58,D,D3,Current,credit_card,9478.74,1292.19,521.26,770.93,66920.0,12.32,4.0,MORTGAGE,Verified,TN,0,0,14,10,176977,28766,16.25408951445668,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
5000,36,10.41,162.31,B,B3,Current,vacation,4640.09,484.04,359.91,124.13,53000.0,28.92,10.0,MORTGAGE,Not Verified,CA,0,1,28,11,471060,18957,4.0243281110686535,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
5600,36,10.91,183.1,B,B4,Current,credit_card,5064.0,723.91,536.0,187.91,26000.0,18.19,5.0,MORTGAGE,Source Verified,OH,1,4,28,21,46579,27078,58.13349363447047,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
12000,36,7.97,375.88,A,A5,Current,credit_card,10499.29,1852.84,1500.71,352.13,76000.0,25.09,0.0,RENT,Not Verified,NJ,0,2,22,14,136028,103390,76.0064104449084,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
8800,36,9.93,283.67,B,B2,Current,credit_card,7946.07,1124.97,853.93,271.04,55000.0,12.7,2.0,OWN,Source Verified,CA,2,2,12,6,40197,30716,76.4136627111476,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
25000,60,12.62,563.98,C,C1,Current,house,23776.62,2212.1,1223.38,988.72,78000.0,33.14,10.0,OWN,Not Verified,WI,0,9,24,11,307103,96519,31.428869141623494,30-40,High,0,Feb-2018,No Current Problem,2018-02-01
10000,36,12.62,335.12,C,C1,Current,debt_consolidation,8825.79,1689.63,1174.21,515.42,110000.0,18.61,6.0,MORTGAGE,Not Verified,FL,0,2,27,12,81229,36081,44.41886518361669,10-20,Very High,0,Jan-2018,No Current Problem,2018-01-01
15000,36,18.06,542.74,D,D2,Current,debt_consolidation,13366.62,2676.08,1633.38,1042.7,58000.0,20.82,3.0,MORTGAGE,Verified,IN,0,5,23,11,122561,37310,30.441983991644978,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
12000,36,6.71,368.94,A,A3,Current,home_improvement,11089.41,1097.87,910.59,187.28,48000.0,27.87,4.0,RENT,Source Verified,GA,0,0,44,18,115031,92950,80.80430492649808,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,6.07,609.08,A,A2,Current,small_business,18468.54,1813.75,1531.46,282.29,90000.0,19.49,10.0,MORTGAGE,Source Verified,MO,0,1,27,12,240299,73861,30.737123333846583,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
2600,36,18.06,94.08,D,D2,Current,debt_consolidation,2432.71,277.02,167.29,109.73,62000.0,29.95,10.0,MORTGAGE,Verified,CA,0,1,14,10,61422,34271,55.79596887108853,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,5.32,602.3,A,A1,Current,credit_card,13891.06,6496.72,6108.94,387.78,132000.0,9.13,0.0,MORTGAGE,Not Verified,NC,0,3,24,12,383663,56556,14.741061817271927,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
33550,36,13.59,1139.99,C,C2,Current,debt_consolidation,32021.32,2368.64,1528.68,839.96,280000.0,18.64,0.0,MORTGAGE,Source Verified,MI,0,8,48,23,517786,199565,38.54198452642598,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
3000,36,7.96,93.96,A,A5,Charged Off,home_improvement,0.0,0.0,0.0,0.0,62000.0,9.16,1.0,MORTGAGE,Not Verified,TN,0,1,47,25,235383,150759,64.04838072418144,0-10,Medium,1,Mar-2018,High Risk,2018-03-01
40000,36,9.43,1280.01,B,B1,Current,major_purchase,37080.14,3819.07,2919.86,899.21,223500.0,15.22,10.0,MORTGAGE,Verified,MI,0,2,18,9,101128,65177,64.45000395538327,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
6000,36,5.31,180.67,A,A1,Current,credit_card,5535.59,540.24,464.41,75.83,80000.0,8.87,10.0,MORTGAGE,Source Verified,AZ,0,0,15,5,217504,27940,12.845740767985875,0-10,High,0,Mar-2018,No Current Problem,2018-03-01
40000,36,6.07,1218.15,A,A2,Current,home_improvement,36937.11,3640.96,3062.89,578.07,147000.0,26.14,2.0,MORTGAGE,Verified,IN,0,0,36,19,467126,187062,40.045298270702126,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
15000,36,21.45,568.6,D,D5,Current,debt_consolidation,13765.49,2256.52,1234.51,1022.01,69116.0,20.33,1.0,MORTGAGE,Not Verified,AL,1,11,45,22,250101,42326,16.923562880596236,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
20000,36,7.35,620.75,A,A4,Current,other,17988.61,2474.83,2011.39,463.44,75000.0,5.34,2.0,RENT,Not Verified,WA,0,2,13,5,19000,3471,18.268421052631577,0-10,Medium,0,Feb-2018,No Current Problem,2018-02-01
16000,36,11.98,531.28,B,B5,Current,major_purchase,14874.2,1583.19,1125.8,457.39,45000.0,9.63,2.0,OWN,Source Verified,IN,0,1,14,9,13900,4920,35.39568345323741,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
14000,36,7.34,434.46,A,A4,Current,debt_consolidation,12947.11,1297.67,1052.89,244.78,60000.0,26.2,10.0,MORTGAGE,Not Verified,NY,0,0,24,8,92075,53668,58.287265815910935,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,6.07,609.08,A,A2,Current,debt_consolidation,18468.54,1813.75,1531.46,282.29,80000.0,16.23,10.0,MORTGAGE,Verified,OR,0,1,27,14,680565,67287,9.88693218134932,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
20000,60,12.61,451.08,C,C1,Current,debt_consolidation,19269.64,1339.23,730.36,608.87,60000.0,10.32,1.0,MORTGAGE,Source Verified,WA,0,5,16,7,242600,18172,7.490519373454246,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,36,7.34,310.33,A,A4,Current,credit_card,9247.92,943.23,752.08,191.15,80000.0,10.23,10.0,MORTGAGE,Source Verified,GA,0,2,17,8,311002,31484,10.123407566510826,10-20,High,0,Mar-2018,No Current Problem,2018-03-01
3000,36,9.93,96.71,B,B2,Current,credit_card,2708.87,385.18,291.13,94.05,40000.0,4.17,0.0,RENT,Not Verified,NV,0,0,8,7,36457,17503,48.00998436514249,0-10,Low,0,Feb-2018,No Current Problem,2018-02-01
15000,60,9.44,314.59,B,B1,Current,medical,14204.31,1242.63,795.69,446.94,30000.0,17.0,Unknown,MORTGAGE,Not Verified,GA,0,0,13,5,235049,9892,4.208484188403269,10-20,Low,0,Feb-2018,No Current Problem,2018-02-01
11200,60,18.45,287.16,D,D2,Current,debt_consolidation,10849.79,838.52,350.21,488.31,75000.0,35.26,9.0,MORTGAGE,Verified,TX,0,0,30,17,359953,89545,24.876858923248314,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,6.07,609.08,A,A2,Current,small_business,18468.54,1813.75,1531.46,282.29,120000.0,7.73,10.0,MORTGAGE,Not Verified,CO,0,6,29,10,617155,36296,5.881180578622875,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
3000,36,11.99,99.63,B,B5,Current,major_purchase,2644.7,496.15,355.3,140.85,50000.0,14.4,4.0,RENT,Source Verified,PA,3,3,21,5,33269,24871,74.75728155339806,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
8500,36,9.44,272.05,B,B1,Current,home_improvement,7457.81,1355.79,1042.19,313.6,59000.0,31.14,10.0,MORTGAGE,Not Verified,TX,0,1,19,11,163716,32495,19.848396002834175,30-40,Medium,0,Jan-2018,No Current Problem,2018-01-01
3000,36,12.62,100.54,C,C1,Current,debt_consolidation,2647.72,500.6,352.28,148.32,60000.0,17.64,2.0,MORTGAGE,Verified,IN,0,3,30,19,184275,22540,12.231718898385566,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
28950,60,11.98,643.69,B,B5,Fully Paid,debt_consolidation,0.0,29579.921027307,28950.0,629.92,70000.0,33.55,1.0,MORTGAGE,Verified,TX,0,2,51,24,304002,48386,15.916342655640422,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
30000,36,12.61,1005.2,C,C1,Current,debt_consolidation,28612.85,1989.38,1387.15,602.23,172000.0,14.01,9.0,MORTGAGE,Verified,AL,0,9,15,11,234853,211005,89.84556296917646,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
20000,36,5.32,602.3,A,A1,Current,small_business,17931.76,2397.38,2068.24,329.14,100000.0,15.86,2.0,RENT,Verified,MA,0,1,18,18,144700,88613,61.23911541119558,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
35000,36,12.61,1172.73,C,C1,Current,home_improvement,32559.72,3493.67,2440.28,1053.39,95000.0,27.25,5.0,MORTGAGE,Source Verified,MD,1,2,25,10,124139,47715,38.436752350188094,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
17000,36,9.44,544.09,B,B1,Current,credit_card,15339.1,2189.73,1660.9,528.83,58000.0,21.73,10.0,MORTGAGE,Source Verified,AZ,0,0,31,13,253507,45620,17.99555830805461,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
7500,36,15.04,260.14,C,C4,Current,debt_consolidation,6995.31,767.89,504.69,263.2,68000.0,18.76,0.0,MORTGAGE,Source Verified,VA,0,1,46,39,411440,463581,112.67280769978612,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
2500,36,6.71,76.87,A,A3,Current,other,2310.27,229.68,189.73,39.95,65000.0,9.55,10.0,MORTGAGE,Source Verified,TX,0,6,30,14,156100,17592,11.269698910954515,0-10,Medium,0,Mar-2018,No Current Problem,2018-03-01
15000,36,7.35,465.57,A,A4,Current,debt_consolidation,13491.43,1856.16,1508.57,347.59,70000.0,20.33,10.0,MORTGAGE,Source Verified,GA,0,3,25,13,380500,38793,10.19526938239159,20-30,Medium,0,Feb-2018,No Current Problem,2018-02-01
36000,36,6.07,1096.34,A,A2,Current,credit_card,33243.38,3264.74,2756.62,508.12,180000.0,27.33,3.0,MORTGAGE,Verified,FL,0,0,42,18,807175,324210,40.16601108805401,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
5000,36,15.04,173.43,C,C4,Current,other,4663.53,516.11,336.47,179.64,41000.0,13.11,2.0,RENT,Source Verified,FL,0,2,3,3,19702,9226,46.827733225053294,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
25000,36,9.92,805.75,B,B2,Current,debt_consolidation,23187.85,2403.47,1812.15,591.32,75000.0,17.51,4.0,RENT,Source Verified,NY,0,2,18,8,42708,16299,38.163810059005336,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
20000,36,16.01,703.24,C,C5,Current,debt_consolidation,18673.24,2074.14,1326.76,747.38,65000.0,27.81,10.0,RENT,Verified,ND,0,1,11,10,87438,68191,77.98783137766189,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
5250,36,6.72,161.44,A,A3,Current,credit_card,4582.36,805.24,667.64,137.6,84646.0,2.48,10.0,MORTGAGE,Source Verified,CA,0,0,6,4,264381,4175,1.5791603783933035,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
4500,36,15.05,156.11,C,C4,Fully Paid,vacation,0.0,4516.93375,4500.0,16.93,45000.0,23.97,3.0,RENT,Source Verified,NY,0,5,44,13,65792,37431,56.89293531128404,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
1000,36,22.91,38.67,E,E1,Current,debt_consolidation,898.3,192.08,101.7,90.38,23500.0,26.66,1.0,RENT,Source Verified,NY,0,1,11,11,33100,30304,91.55287009063444,20-30,Low,0,Jan-2018,No Current Problem,2018-01-01
18000,60,28.72,568.29,F,F1,Current,debt_consolidation,17278.85,2812.73,721.15,2091.58,73000.0,20.47,3.0,MORTGAGE,Source Verified,LA,0,1,27,13,233141,36272,15.557967067139627,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
35000,36,6.71,1076.07,A,A3,Current,credit_card,32344.12,3215.16,2655.88,559.28,190000.0,10.67,Unknown,MORTGAGE,Source Verified,TX,0,3,19,9,330695,156202,47.23446075689079,10-20,Very High,0,Mar-2018,No Current Problem,2018-03-01
10000,36,10.42,324.65,B,B3,Current,debt_consolidation,9036.27,1284.13,963.73,320.4,36000.0,26.83,0.0,RENT,Source Verified,NY,0,0,13,13,49148,25753,52.39887686172378,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
22000,60,9.93,466.68,B,B2,Current,debt_consolidation,20553.1,2321.26,1446.9,874.36,46310.0,16.19,4.0,RENT,Not Verified,CA,0,0,26,6,37950,20669,54.463768115942024,10-20,Medium,0,Jan-2018,No Current Problem,2018-01-01
7000,36,7.35,217.27,A,A4,Current,home_improvement,6295.98,866.22,704.02,162.2,35000.0,26.3,0.0,MORTGAGE,Not Verified,TN,0,3,24,13,114708,24616,21.459706384907765,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
12000,60,26.3,361.42,E,E5,Current,debt_consolidation,11593.19,1428.15,406.81,1021.34,50000.0,10.78,3.0,RENT,Source Verified,TX,0,2,17,8,28900,9949,34.425605536332185,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
10000,60,7.34,199.63,A,A4,Current,debt_consolidation,9582.06,590.73,417.94,172.79,74000.0,30.04,9.0,RENT,Source Verified,GA,0,2,35,22,211409,122074,57.743047836184836,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
12000,36,9.43,384.01,B,B1,Current,debt_consolidation,11418.3,755.45,581.7,173.75,109000.0,6.79,10.0,RENT,Not Verified,CA,0,1,36,17,110239,90637,82.21863405872695,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
20000,60,10.41,428.99,B,B3,Current,debt_consolidation,19226.86,1275.4,773.14,502.26,68000.0,32.32,2.0,MORTGAGE,Verified,GA,0,0,12,7,85448,72536,84.88905533189777,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
5000,36,13.58,169.87,C,C2,Current,medical,4656.28,505.84,343.72,162.12,56000.0,32.9,0.0,MORTGAGE,Source Verified,NY,0,7,23,11,216752,89267,41.183933712261016,30-40,Medium,0,Mar-2018,No Current Problem,2018-03-01
4000,36,14.08,136.87,C,C3,Current,credit_card,3539.64,676.53,460.36,216.17,34000.0,16.98,2.0,RENT,Not Verified,TX,8,0,12,10,53891,42584,79.01876008981091,10-20,Low,0,Jan-2018,No Current Problem,2018-01-01
12000,36,9.44,384.06,B,B1,Current,debt_consolidation,10827.62,1529.95,1172.38,357.57,99000.0,7.89,10.0,MORTGAGE,Not Verified,VA,0,2,11,5,28300,22380,79.08127208480565,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,10.91,326.97,B,B4,Current,debt_consolidation,9042.83,1301.82,957.17,344.65,38000.0,21.73,7.0,RENT,Not Verified,NY,0,0,10,5,39567,27386,69.21424419339348,20-30,Low,0,Feb-2018,No Current Problem,2018-02-01
9000,36,9.44,288.05,B,B1,Current,debt_consolidation,8120.69,1147.48,879.31,268.17,55000.0,35.36,6.0,MORTGAGE,Source Verified,OH,0,1,45,23,306510,117517,38.34034778636912,30-40,Medium,0,Feb-2018,No Current Problem,2018-02-01
33000,36,6.08,1005.13,A,A2,Current,debt_consolidation,30473.45,3004.24,2526.55,477.69,204000.0,6.3,4.0,RENT,Verified,FL,0,0,16,5,83043,46965,56.555037751526314,0-10,Very High,0,Mar-2018,No Current Problem,2018-03-01
40000,36,6.71,1229.79,A,A3,Current,debt_consolidation,37982.13,2429.76,2017.87,411.89,97000.0,30.26,6.0,MORTGAGE,Not Verified,NJ,0,5,37,25,351403,109800,31.246176042890927,30-40,High,0,Mar-2018,No Current Problem,2018-03-01
16000,60,10.91,347.17,B,B4,Current,credit_card,14972.98,1786.41,1027.02,759.39,55000.0,4.67,3.0,RENT,Not Verified,MS,0,1,44,19,239043,281196,117.63406583752713,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
35000,36,14.08,1197.58,C,C3,Current,debt_consolidation,30972.01,5933.14,4027.99,1905.15,80000.0,29.62,10.0,RENT,Verified,NC,0,0,16,9,82301,51955,63.12803003608705,20-30,High,0,Jan-2018,No Current Problem,2018-01-01
13975,60,11.98,310.73,B,B5,Current,other,13456.22,913.59,518.78,394.81,83200.0,22.8,10.0,OWN,Source Verified,KY,0,2,38,12,161502,66954,41.457071739049674,20-30,High,0,Mar-2018,No Current Problem,2018-03-01
8000,36,5.32,240.92,A,A1,Current,debt_consolidation,6963.58,1202.24,1036.42,165.82,225000.0,5.13,10.0,RENT,Not Verified,IL,0,4,16,10,169212,58112,34.34271801054299,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
35000,36,6.72,1076.23,A,A3,Current,debt_consolidation,22897.93,12888.48,12102.07,786.41,90000.0,2.19,5.0,OWN,Not Verified,VA,0,0,16,12,86800,14198,16.357142857142858,0-10,High,0,Jan-2018,No Current Problem,2018-01-01
25000,60,6.71,491.62,A,A3,Current,credit_card,23938.6,1465.54,1061.4,404.14,99000.0,17.78,10.0,MORTGAGE,Not Verified,NC,0,2,33,14,338189,62959,18.616513251465896,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
3500,36,15.05,121.42,C,C4,Fully Paid,debt_consolidation,0.0,3514.6347222263,3500.0,14.63,45000.0,22.19,10.0,RENT,Source Verified,NJ,0,1,38,22,128362,34325,26.740779981614498,20-30,Medium,0,Jan-2018,No Current Problem,2018-01-01
10000,60,10.9,216.93,B,B4,Current,credit_card,9618.26,644.73,381.74,262.99,45000.0,25.92,7.0,RENT,Source Verified,CO,0,0,12,4,70979,65918,92.86972203045971,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
11200,60,12.62,252.67,C,C1,Current,debt_consolidation,10651.9,994.98,548.1,446.88,61000.0,19.28,10.0,RENT,Not Verified,PA,0,0,10,5,50120,22014,43.922585794094175,10-20,Medium,0,Feb-2018,No Current Problem,2018-02-01
30000,60,11.99,667.19,B,B5,Current,credit_card,28130.12,3295.98,1869.88,1426.1,200000.0,9.99,3.0,MORTGAGE,Source Verified,MS,0,0,28,7,99502,53404,53.67128298928665,0-10,Very High,0,Jan-2018,No Current Problem,2018-01-01
10000,36,5.32,301.15,A,A1,Current,credit_card,9226.13,900.49,773.87,126.62,80000.0,16.16,0.0,MORTGAGE,Not Verified,IN,0,2,10,6,184826,135820,73.4853321502386,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
10000,36,5.32,301.15,A,A1,Current,debt_consolidation,6247.34,3901.64,3752.66,148.98,95000.0,10.38,3.0,RENT,Not Verified,IN,0,1,11,6,72500,13076,18.035862068965518,10-20,High,0,Feb-2018,No Current Problem,2018-02-01
15000,36,19.03,550.07,D,D3,Current,medical,13388.72,2718.63,1611.28,1107.35,60000.0,2.72,2.0,RENT,Source Verified,NJ,0,16,13,10,4500,1106,24.57777777777778,0-10,Medium,0,Jan-2018,No Current Problem,2018-01-01
7500,36,9.93,241.76,B,B2,Current,credit_card,6772.24,958.76,727.76,231.0,85000.0,3.52,5.0,RENT,Not Verified,NC,0,1,6,5,9100,5433,59.7032967032967,0-10,High,0,Feb-2018,No Current Problem,2018-02-01
22000,60,14.07,512.71,C,C3,Current,credit_card,21490.48,1033.86,509.52,498.7,101500.0,25.96,10.0,MORTGAGE,Source Verified,MO,0,13,45,21,344723,113832,33.02129535888235,20-30,Very High,0,Mar-2018,No Current Problem,2018-03-01
6000,36,13.58,203.85,C,C2,Current,debt_consolidation,5587.52,607.02,412.48,194.54,43000.0,25.87,3.0,RENT,Source Verified,NY,0,8,12,8,44218,36272,82.02994255732959,20-30,Medium,0,Mar-2018,No Current Problem,2018-03-01
6025,36,5.31,181.42,A,A1,Current,debt_consolidation,5558.66,542.48,466.34,76.14,65000.0,17.65,10.0,RENT,Not Verified,MA,0,0,27,16,109218,26805,24.542657803658738,10-20,Medium,0,Mar-2018,No Current Problem,2018-03-01
10000,36,20.39,373.63,D,D4,Current,other,9378.42,1098.23,621.58,476.65,40000.0,5.65,10.0,RENT,Not Verified,CA,0,0,8,4,6800,5685,83.6029411764706,0-10,Low,0,Mar-2018,No Current Problem,2018-03-01
30000,36,6.71,922.35,A,A3,Current,credit_card,26956.19,3678.22,3043.81,634.41,76000.0,20.31,10.0,RENT,Not Verified,CA,0,0,14,10,75523,29229,38.702117235808956,20-30,High,0,Feb-2018,No Current Problem,2018-02-01
